"","study_id","author","title","pub_year","journal","citation","pub_type","design_other","country","region","setting","program","objective","iecriteria","intervention","comparator","study_comments","studyn","effect","kp_msm","kp_pwid","kp_pregwomen","kp_tb","kp_infants","kp_children","kp_orphans","kp_street","kp_adolescents","kp_csw","kp_disabled","kp_prisoners","kp_migrants","kp_comments","sufa_id","study_complete","exclude","exclude_reason","pmtct","study_design_number","study_design","proc_id","initials","cas_testing","cas_linkage","cas_staging","cas_initiation","cas_retonelig","cas_retonart","cas_adherence","cas_comments","behav_target","behav_mediator","behav_target_desc","imp_target","imp_target_c","imp_target_o","imp_target_m","imp_target_comment","imp_action","imp_action_desc","imp_actor","imp_dose","imp_temporality","imp_measure","imp_meas_feasible","imp_meas_accept","imp_meas_adopt","imp_meas_fidelity","imp_meas_cost","imp_meas_sustain","imp_meas_comment","imp_outcome","imp_outcome_c","imp_outcome_o","imp_outcome_m","imp_outcome_b","imp_outcome_comment","intervention_name","interv_name_text","proc_complete","behav_level_number","behav_level","intervention_type_number","intervention_type"
"23",368,"Ciampa","Addressing Poor Retention of Infants Exposed to HIV: A Quality Improvement Study in Rural Mozambique",2012,"JAIDS","Ciampa PJ, Tique JA, Juma N, et al. Addressing poor retention of infants exposed to HIV: a quality improvement study in rural Mozambique. J Acquir Immune Defic Syndr. Jun 1 2012;60(2):e46-52.","journal",NA,"Mozambique",NA,"rural district hospitals","PEPFAR supported district hospitals","tested the idea that quality improvement methods could be used to design an intervention to improve infant retention in the EID programs","All HIV-infected mother/HIVexposed infant pairs born at the district hospitals of Alto Molócuè and Namacurra between June 2009 and December 2010 were eligible for analysis;","2 phases of improvement using quality improvement methods. In phase 1, we enhanced referral by offering direct accompaniment of new mothers to the EID suite, increasing privacy, and opening a medical record for infants before postpartum discharge. In phas","Process of EID referral at baseline",NA,791,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,"postpartum women only",255,FALSE,FALSE,NA,TRUE,1,"Before-and-after",72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"24",369,"Ciampa","Improving retention in the early infant diagnosis of HIV program in rural Mozambique by better service integration",2011,"JAIDS","Ciampa PJ, Burlison JR, Blevins M, et al. Improving retention in the early infant diagnosis of HIV program in rural Mozambique by better service integration. J Acquir Immune Defic Syndr. Sep 1 2011;58(1):115-119.","journal",NA,"Mozambique",NA,"rural district hospitals","PEPFAR supported district hospitals","effect of a structural intervention to enhance referral to EID on proportion of HIV-exposed infants who return for HIV testing and continued monitoring.","All HIV-infected women who gave birth to a live infant at a study hospital from September 2009 until June 2010 were included along with their infants.","enhanced EID referral by maternity nurses before discharge; directly accompanied by a maternity nurse before discharge to the location of EID services within the hospital grounds","standard postpartum referral",NA,395,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,256,FALSE,FALSE,NA,TRUE,4,"Retrospective cohort",73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"25",370,"Corbett","Uptake of workplace HIV counselling and testing: a cluster-randomised trial in Zimbabwe.",2006,"PLoS Med","Corbett EL, Dauya E, Matambo R, et al. Uptake of workplace HIV counselling and testing: a cluster-randomised trial in Zimbabwe. PLoS Med. Jul 2006;3(7):e238.","journal",NA,"Zimbabwe",NA,"Businesses in Harare, Zimbabwe",NA,"investigated the impact of rapid HIV testing at the workplace on uptake of voluntary counselling and testing (VCT).",NA,"on-site rapid HIV testing at their occupational clinic","vouchers for off-site VCT at a chain of free-standing centres also using rapid tests",NA,7482,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,191,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",74,1,1,0,0,0,0,0,0,NA,1,1,"Complete HIV testing",1,0,1,0,"Discussion briefly mentions reductions in barriers to testing as a possible mechanism, based on findings from other studies.",0,"lack of clarity regarding action for comparison - referral for outside testing with rapid test with 2-wk follow up to review results.  Uncear why follow-up results review appt was needed.  For dose, available hours and intensity of offer was not specified",0,0,0,1,0,0,1,0,0,0,"Adoption of participation in offer to test is derived from proportion participating in study.  May not be fully representative of adoption in a real world setting.",0,0,0,0,NA,NA,1,"workplace testing",TRUE,1,"Individuals - community members","23","Mobile testing"
"26",371,"Etienne","Situational analysis of varying models of adherence support and loss to follow up rates; findings from 27 treatment facilities in eight resource limited countries",2010,"Tropical Medicine & International Health",NA,"journal",NA,"Multiple Africa",NA,"Various","AIDSRelief","To evaluate effect of adherence support models on loss to follow up","all individuals starting ART from 2004-2005","One of 4 adherence support strategies: adherence cousneling, structured treatment preparation, home visits, community health worker","Each other",NA,16311,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"nothing stated about KP",70,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",75,1,0,0,0,0,0,1,0,"Loss to follow-up",0,NA,"Loss to follow-up is not a behavior, however could consider return to the index clinic for provider visit and/or drug refill as the target behavior",0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,0,"Four tiers of 'adherence support' include adherence counselling, structured treatment preparation, community home visits, supportive supervision by community nurse",TRUE,2,"Individuals - patients","1;25;29",NA
"27",372,"Faal","Providing Immediate CD4 Count Results at HIV Testing Improves ART Initiation",2011,NA,NA,"journal",NA,"South Africa",NA,"at an urban primary health care clinic (Esselen clinic) in the inner city of Johannesburg",NA,"This study evaluated the impact of providing a CD4 count result at HIV diagnosis or written information on enrolment into pre-ART or ART care in a large urban primary health care clinic in Johannesburg.","adults older than 18 years who had already received pretest counseling and were awaiting HIV testing. Patients were excluded if they were pregnant as their options for further care was based on higher CD4 count cut-offs. Patients who had WHO stage IV clin","Intervention: blood for CD4 count was drawn at the time of testing and the patient received the result on the same day","Control A: blood for CD4 count was drawn at the time of testing, patients were required to return to receive the result  Control B: blood for CD4 count was drawn at the time of testing, patients were required to return to receive the result, but they rece",NA,344,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,10,FALSE,FALSE,NA,FALSE,7,"Individual RCT",77,1,0,1,1,1,0,0,0,NA,1,0,"initiate pre-ART or ART therapy",1,0,1,0,"Reducing number of steps required for linkage, staging, initiation.",1,"Well described process for CD4 testing, result distribution and subsequent referral.",1,1,1,0,0,0,0,0,0,0,"No information about adoption, fidelity, etc is offered.  For example, patients were required to wait for 45 minutes after HIV diagnosis to receive their CD4 results - did all of them wait?  What proportion actually received results on the same day?",0,0,0,0,NA,NA,1,"POC CD4 testing",TRUE,2,"Individuals - patients","26;27",NA
"28",373,"Fairall","Task shifting of antiretroviral treatment from doctors to primary-care nurses in South Africa (STRETCH): a pragmatic, parallel, cluster-randomised trial",2012,"Lancet",NA,"journal",NA,"South Africa",NA,"Free State","Public Sector HIV primray care clinics","Mortality among eligible patients not on ART","Adults","STRETCH intervention - task shifting to nurses to start and refill ART.","SOC","31 clusters",9252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,FALSE,TRUE,"no cascade outcome (outcome VL or death)",FALSE,8,"Cluster RCT",76,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"29",374,"Farquhar","Antenatal couple counseling increases uptake of interventions to prevent HIV-1 transmission.",2004,"JAIDS",NA,"journal",NA,"Kenya",NA,NA,NA,"Determining effect of partner involvement and couple’s counselling on uptake of prevention of vertical transmission interventions",NA,NA,NA,NA,308,NA,0,0,1,0,NA,0,0,0,0,0,0,0,0,NA,76,FALSE,FALSE,NA,TRUE,5,"Prospective cohort",78,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"30",375,"Fatti","Better antiretroviral therapy outcomes at primary healthcare facilities: an evaluation of three tiers of ART services in four South African provinces",2010,"PLoS ONE","Fatti G, Grimwood A, Bock P. Better antiretroviral therapy outcomes at primary healthcare facilities: an evaluation of three tiers of ART services in four South African provinces. PloS one 2010;5(9):e12888.","journal",NA,"South Africa",NA,"Four provinces, peri-urban and rural, 47 health centres (enhanced), 9 hospitals and 3 advanced hospitals",NA,"to compare the outcomes of antiretroviral therapy (ART) between hospital and decentralized health centers","Treatment naïve adults >16 initiating ART (CD4<200 or WHO 4)","ART initiated at hospital by doctor and maintained at health centre (enhanced) by doctors","ART initiated and maintained at hospital by doctors",NA,29203,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,60,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",79,1,0,0,0,0,0,1,0,NA,0,NA,"Loss to follow-up is not a behavior.  Here, they are measuring clinc-level retention in clinic (i.e. how well different types of health facilities keep patients in their respective clinics).",0,NA,NA,NA,"By definition, cannot have an implementation target if no clear behavioral target is specified.",0,"Delivery of HIV care at a primary health center vs regional hospital is not a clear intervention.",0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,NA,1,"Decentralization",TRUE,4,"Organizations","19","Decentralization"
"31",376,"Fatti","Improved Survival and Antiretroviral Treatment Outcomes in Adults Receiving Community-Based Adherence Support: 5-Year Results From a Multicentre Cohort Study in South Africa",2012,"JAIDS","Fatti G, Meintjes G, Shea J, Eley B, Grimwood A. Improved Survival and Antiretroviral Treatment Outcomes in Adults Receiving Community-Based Adherence Support: 5-Year Results From a Multicentre Cohort Study in South Africa. J Acquir Immune Defic Syndr. 20","journal",NA,"South Africa",NA,"57 clinics",NA,"To evaluate the effect of a community-based adherence-support program on ART outcomes",NA,"Community-based adherence support: patient advocates (lay CHWs) provide adherence and psychosocial support to ART patients via weekly home visits for the first month of treatment, thereafter every 3 months.","no community-based adherence support provided",NA,66953,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,251,FALSE,FALSE,NA,FALSE,NA,NA,80,1,0,0,0,0,0,1,0,NA,0,0,"Loss to follow-up is not a behavioral target.",0,NA,NA,NA,"By definition, cannot have an implementation target if no clear behavioral target is specified.  Furthermore, no attempt is made to identify a behavioral determinant for the proposed intervention.",1,"Though it would be difficult to replicate using description alone, authors provide detailed explanation of the intervention components.",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,1,"Community-based adherence support.",TRUE,2,"Individuals - patients","1;2;25",NA
"32",377,"Fayorsey","Decentralization of pediatric HIV Care and Treatment in Five sub-Saharan African Countries",2013,"JAIDS","Fayorsey, R. N, Saito, S, Carter, R. J, et al. Decentralization of pediatric HIV Care and Treatment in Five sub-Saharan African Countries. Journal of Acquired Immune Deficiency Syndrome. 2013 Apr 15;62(5):e124-30.","journal",NA,"Kenya. Lesotho, Mozambique, Rwanda and Tanzania",NA,"274 PEPFAR-supported sites (both primary health centers and hospitals)",NA,"To describe trends in pediatric enrollment and outcomes at primary (PHFs) vs secondary/tertiary health facilities (SHFs).","Children < 15 years old initiating ART","ART initiated and maintained at health centres by doctor or nurse","ART initiated and maintained at hospital by doctors or nurse",NA,17155,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,61,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",81,1,0,0,0,0,0,1,0,NA,0,0,"facility-level loss to follow-up is not a behavioral target",0,NA,NA,NA,"By definition, cannot have an implementation target if no clear behavioral target is specified.  The authors do propose some explanations that relate to opportunity (distance to clinic & smaller clinic environment facilitating better communal atmosphere)",0,"'Decentralization' is not an action.",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,"Decentralization",TRUE,4,"Organizations","19","Decentralization"
"33",378,"Grabbe"," Increasing access to HIV counseling and testing through mobile services in Kenya: strategies, utilization, and cost-effectiveness",2010,"JAIDS","Grabbe KL, Menzies N, Taegtmeyer M, Emukule G, Angala P, Mwega I, et al. Increasing access to HIV counseling and testing through mobile services in Kenya: strategies, utilization, and cost-effectiveness. J Acquir Immune Defic Syndr. 2010; 54(3): 317-23","journal",NA,"Kenya",NA,"national","national","to describe and compare stand-alone HCTwith 3 approaches to providing mobile HCT that were being implemented in Kenya","all clients","Mobile HCT","Stand-alone HCT",NA,62173,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,12,FALSE,TRUE,"no clear intervention and comparison",FALSE,4,"Retrospective cohort",84,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"34",379,"Grimwood","Community adherence support improves programme retention in children on antiretroviral treatment: a multicentre cohort study in South Africa",2012,"JIAS","Grimwood A, Fatti G, Mothibi E, Malahlela M, Shea J, Eley B. Community adherence support improves programme retention in children on antiretroviral treatment: a multicentre cohort study in South Africa. J Int AIDS Soc. 2012;15(2):17381.","journal",NA,"South Africa",NA,"47 public ART facilities",NA,"To evaluate the impact of community-based adherence support from patient advocates (PAs) on treatment outcomes for children","Receipt of adherence support from Patient Advocates (PAs). PAs are lay community health workers who provide adherence and psychosocial support for children’s caregivers, and they undertake home visits to ascertain household challenges potentially impactin","Receipt of adherence support from Patient Advocates (PAs).  PAs are lay community health workers who provide adherence and psychosocial support for children’s caregivers, and they undertake home visits to ascertain household challenges potentially impacti","No adherence support from patient advocates","PA-supported children numbered 323 (9.1%)",3563,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,68,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",83,1,0,0,0,0,0,1,0,NA,0,0,"Loss to follow-up is not a behavioral target.",0,NA,NA,NA,"By definition, cannot have an implementation target if no clear behavioral target is specified.  Furthermore, no attempt is made to identify a behavioral determinant for the proposed intervention.",1,"Though it would be difficult to replicate using description alone, authors provide detailed explanation of the intervention components.",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,"Community-based adherence support.",TRUE,2,"Individuals - patients","1;2;25",NA
"35",380,"Hansudewechakul","Successful clinical outcomes following decentralization of tertiary paediatric HIV care to a community-based paediatric antiretroviral treatment network, Chiangrai, Thailand, 2002 to 2008",2012,"JIAS","Hansudewechakul, R, Naiwatanakul, T, Katana, A, et al. Successful clinical outcomes following decentralization of tertiary paediatric HIV care to a community-based paediatric antiretroviral treatment network, Chiangrai, Thailand, 2002 to 2008. Journal of","journal",NA,"Thailand",NA,"Community-based paediatric HIV care and treatment network, training and supervision were provided",NA,"To assess factors associated with death and clinical outcomes of HIV-infected children who received care at a tertiary care hospital vs those who were referred to a community hospital for follow up in the context of a community-based pediatric HIV care ne","ART-naive children initiating ART at tertiary care hospital.  Patients transferring to community hospital (intervention) must be stable on treatment prior to referral (absence of opportunistic infections and improved weight and CD4%).  Patients excluded f","ART initiated at hospital by doctors and maintained at health centres by nurses, under doctor attendance","ART initiated and maintained at hospital by doctors",NA,410,NA,0,0,0,0,NA,1,0,0,0,0,0,0,0,NA,65,FALSE,TRUE,"No cascade outcome",FALSE,4,"Retrospective cohort",85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"36",381,"Hatcher","Predictors of linkage to care following community-based HIV counseling and testing in rural Kenya",2012,"AIDS Behav","Hatcher, A. M., et al. (2012). ""Predictors of linkage to care following community-based HIV counseling and testing in rural Kenya."" AIDS Behav 16(5): 1295-1307.","journal",NA,"Kenya",NA,"Nyanza (rural) community based testing",NA,"To assess the predictors of linkage to care by 10 months after a community HIV testing campaign","Adults who tested HIV+ at community testing campaign 10 months prior to the study, were not previously in HIV care at the time of the test and consented to receive a home visit from a peer navigator at the time of the test. Patients were only included if","home visit from a peer navigator to offer support for enrolling in HIV care","unexposed group were unable to be located/reached by peer navigator","808 tested positive in campaign and were not previously enrolled, 684 (85%) consented to navigator visits and gave locator information, 547 (68%) were located 10 months after test for study, 500 (62%)consented to participate in the study however 17 were i",483,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"Adults",13,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",86,1,0,1,0,0,0,0,0,NA,1,0,"Attend one or more clinic visit for HIV care.",NA,NA,NA,NA,NA,0,"Home visit is made ""in order to offer support for enrolling into HIV care.""  No further detail provided.  The study is not framed as an intervention study per say, perhaps explaining the limited description of the 'action'",0,0,0,1,1,0,0,0,0,0,"Limited data on feasibility, but authors do report the proportion of participants (who were found 10 months post-intervention during the research study) who had received a navigator home visit.  They also report the proportion consenting to home visit.",0,NA,NA,NA,NA,"Cross-sectional nature of data collection prevented analysis of intervention impact on potential behavioral determinants.",1,"PLHA navigator",TRUE,2,"Individuals - patients","24;25;29",NA
"37",382,"Hermans","Integration of HIV and TB services results in improved TB treatment outcomes and earlier prioritized ART initiation in a large urban HIV clinic in Uganda",2012,"JAIDS","Hermans SM, Castelnuovo B, Katabira C, et al. Integration of HIV and TB services results in improved TB treatment outcomes and earlier prioritized ART initiation in a large urban HIV clinic in Uganda. J Acquir Immune Defi c Syndr 2012; 60: e29–35.","journal",NA,"Uganda",NA,"large urban university hospital-based clinic","clinic","To evaluate integration of TB and HIV clinical services on TB and HIV-related outcomes","All HIV-infected adults initiating TB therapy in the year prior to and the year after integration","Initiation of TB therapy after establishment of anoutdoor integrated TB/HIV clinic (integrated clinic includes systematic TB screening, TB/HIV care provided by same provider, tracing for patients lost to follow-up)","Initiation of TB therapy before establishment of anoutdoor integrated TB/HIV clinic (standard of care was inconsistent TB screening, TB treatment provided by separate TB nurse / HIV treatment provided by HIV clinician, no tracing of the lost)",NA,712,NA,0,0,0,1,NA,0,0,0,0,0,0,0,0,NA,14,FALSE,FALSE,NA,FALSE,1,"Before-and-after",87,1,0,0,0,1,0,0,0,NA,1,1,"Initiating ART-naïve HIV/TB patients on ART.  Though intervention likely targets both patient and provider levels, the provider level is most prominent.",1,1,1,1,"Integrated TB/HIV clinic includes both components of increased provider training/knowledge and improved systems for managing co-infected patients.  The discussion also mentions staff morale as another potential target.",1,"Construction of dedicated outdoor TB/HIV clinic, staffing with TB/HIV experts, clinician supervision and training.",1,0,1,1,1,0,0,0,0,0,"It may be a stretch, but the reporting on numbers of patients treated pre/post integration may constitute reporting on feasibility.  Funding that impacted feasibility were also discussed.",0,NA,NA,NA,NA,"No provider-level implementation targets reported (patient-level targets such as decreased number of clinic visits, decreased total time in clinic, etc were also not reported).",1,"Integration",TRUE,3,"Individuals - health care workers","11;14;22",NA
"38",383,"Idoko","Direct observation therapy-highly active antiretroviral therapy in a resource-limited setting: the use of community treatment support can be effective",2007,"International Journal of STD & AIDS","Idoko JA, Agbaji O, Agaba P, et al. Direct observation therapy-highly active antiretroviral therapy in a resource-limited setting: the use of community treatment support can be eff ective. Int J STD AIDS 2007; 18: 760–63.","journal",NA,"Nigeria",NA,"Urban teaching hospital (Jos, Nigeria)",NA,"To evaluate the effect of different frequencies of community-based directly observed therapy on treatment outcomes (CD4 and viral load)","treatment naïve adults (>15 years of age) who meet ART eligibility criteria (WHO III/IV & CD4 <350 or any WHO & CD4 <250), available for follow-up for at least 1 year, did not have medical conditions that would interfere with completion of the study, life","Weekly (WOT), twice weekly (TWOT) or daily (DOT) direct observation of therapy by a patient-selected ""treatment supervisor/partner"" - defined as a family member or relative living within a 5-15 minute walk from patient's house. Treatment partners received","Self-administered therapy.","Selection bias: patients were apparently assigned into different study arms at the discresion of the treating clinician, total loss to follow up was 17% but no information provided on how this differed between study arms, numerous selection criteria and u",175,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,15,FALSE,TRUE,"no cascade outcome",FALSE,5,"Prospective cohort",88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA
"39",384,"Igumbor","An evaluation of the impact of a community-based adherence support programme on ART outcomes in selected government HIV treatment sites in South Africa",2011,"AIDS Care","Igumbor JO, Scheepers E, Ebrahim R, Jason A, Grimwood A. An evaluation of the impact of a community-based adherence support programme on ART outcomes in selected government HIV treatment sites in South Africa. AIDS care. 2011;23(2):231–6.","journal",NA,"South Africa",NA,"Community and clinic-based - multisite",NA,"This study assessed the impact of a community-based adherence support service on the outcomes of patients on antiretroviral therapy (ART).","This study assessed the impact of a community-based adherence support service on the outcomes of patients on antiretroviral therapy (ART). The analysis included all patient records for patients on ART where VL test results were available.","community-based adherence support programme provided through adherence supporters (people of known HIV+ status). PAs are the link between clinical services and the community and are trained in the elements of health promotion, ethics, confidentiality, HIV","patients who did not accept adherence support",NA,540,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,"0",67,FALSE,FALSE,NA,FALSE,4,"Retrospective cohort",89,1,0,0,0,0,0,1,1,"mixed facility-level and patient-level evaluation",1,0,"timely return to pharmacy for medication pick-up.",1,1,1,0,"capability - patient education, opportunity - identification of barriers to adherence",0,"Very minimal description of 'patient advocate' activities - not reproducible based on information given.",0,0,0,0,NA,NA,NA,NA,NA,NA,"Though a proportion of patients receiving 'patient advocate' support is reported, it is not clear how this relates to adoption because the action is not sufficiently described to determine what would be adopted.",0,NA,NA,NA,NA,NA,1,"Community-based adherence support",TRUE,2,"Individuals - patients","1;2;25;29",NA
"40",385,"Jaffar","Rates of virological failure in patients treated in a home-based versus a facility-based HIV-care model in Jinja, southeast Uganda: a cluster-randomised equivalence trial",2009,"Lancet","Jaffar S, Amuron B, Foster S, et al. Rates of virological failure in patients treated in a home-based versus a facility-based HIV-care model in Jinja, southeast Uganda: a cluster-randomised equivalence trial. Lancet 2009; 374: 2080–89.","journal",NA,"Uganda",NA,"TASO clinic and community-based","clinic and community-based","To evaluate wether home-based HIV care was as eff ective as was facility-based care","All adult patients initiating ART (except those on the islands)","Communities randomized to Home-based HIV care: trained field officers travelling on motorcycle visited patients each month to deliver ART, monitor patient and provide adherence support","Communities randomized to Facility-based HIV care: standard facility-based ART provision","note: unit of analysis is community (n=44), but level of intervention effect is the individual patient",1453,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,NA,16,FALSE,FALSE,NA,FALSE,8,"Cluster RCT",90,1,0,0,0,0,0,0,1,"Primary outcome was virologic suppression, but also reported adherence, among other outcomes.",1,0,"taking medication as perscribed",1,0,1,0,"Reduction in transportation barriers to accessing care. Increasing availability of clinical staff to provide care.",1,"Delivery of ARVs on a monthly basis by a trained 'field officer' (description provided).  Check list used to evaluate for drug toxicity, disease progression and provide adherence support.  Began at time of ART initiation.",1,1,1,1,1,NA,NA,1,1,NA,"Number of clinic visits/patient reported in each group, health-service costs also reported",1,0,1,0,NA,"Costs to the patient are reported",1,"Home based HIV care",TRUE,2,"Individuals - patients","16;21",NA
"41",386,"Jani","Effect of point-of-care CD4 cell count tests on retention of patients and rates of antiretroviral therapy initiation in primary health clinics: an observational cohort study",2012,"Lancet","Jani, I. V., N. E. Sitoe, et al. (2011). ""Effect of point-of-care CD4 cell count tests on retention of patients and rates of antiretroviral therapy initiation in primary health clinics: an observational cohort study."" Lancet 378(9802): 1572-1579.","journal",NA,"Mozambique",NA,"Maputo and Sofala (rural and peri-urban), 4 primary health care clinics",NA,"To evaluate the effect of point-of-care CD4 testing on loss to follow-up before immunological staging and treatment initiation","Consecutive HIV-infected patients > 1 year of age newly enrolled in HIV care at the study sites during pre-defined exposed and unexposed time periods.  Excluded if records indicated patient transferred to another facility.","Enrollment in HIV care after implementation of point of care CD4 testing (Mar - Apr 2010)","Enrollment in HIV care before implementation of point of care CD4 testing (Sep - Nov 2009)",NA,929,NA,0,0,0,0,NA,1,0,0,1,0,0,0,0,"All patients >1 year of age",17,FALSE,FALSE,NA,FALSE,1,"Before-and-after",91,1,0,0,1,1,1,0,0,NA,1,0,"remain in clinic to receive CD4, initiate ART",1,0,1,0,"Reduce need for wait and repeat clinic visit to obtain CD4 count.",1,"Phlebotomist used POC test instead of storing sample for weekly pickup and analysis at central laboratory.  Both the intended and actual duration between phlebotomy and patient receipt of CD4 result was reported.",1,1,1,1,1,0,0,1,0,0,"Time to CD4 count reciept was one of the study outcomes, thus both ideal (same day CD4) and actual (time to receipt of CD4) were reported.",0,0,0,0,NA,"Number of clinic visits required for eligibility assessment was discussed, but not formally reported.  This would have provided us some data regarding how the intervention did or did not impact opportunity as a determinant of the behavior of interest.",1,"POC CD4",TRUE,2,"Individuals - patients","26","Point-of-care"
"42",387,"Kabore","The effect of community-based support services on clinical efficacy and health-related quality of life in HIV/AIDS patients in resource-limited settings in sub-Saharan Africa",2010,"AIDS Patient Care","Kabore I, Bloem J, Etheredge G, et al. The effect of community-based support services on clinical efficacy and health-related quality of life in HIV/AIDS patients in resource-limited settings in sub-Saharan Africa. AIDS Patient Care STDS 2010; 24: 581–94.","journal",NA,"Lesotho, South Africa, Namibia, Botswana",NA,"Community-based (unknown if rural/urban0",NA,"To evaluate the effect of Community based support services (home-based care, food support, psychosocial support, education, etc) on clinical outcomes (CD4, adherence, quality of life)","All adult patients who initiated ART","Community-based support services (home-based care, food security, psychosocial support (positive living, nutritional advice, and support groups), buddy programs, tools for drugs literacy, prevention educations, orphans care, referrals for counseling and t","standard clinical care","Unclear how/why some covariates were entered into the regression model.  In my opinion, confounding was not appropriately or comprehensively addressed in this study.  Significant loss to follow up, deaths and missing data, all of which were dealth with by",377,NA,0,0,0,0,NA,0,0,0,0,0,0,NA,0,NA,18,FALSE,FALSE,NA,FALSE,5,"Prospective cohort",92,1,0,0,0,0,0,0,1,NA,1,0," Though specific adherence behavior is not mentioned, medication-taking behavior is the assumed behavioral target (measured through pill counts).",0,0,0,0,"Social support mentioned as an important component of the program, but not explicitally connected to behavioral outcome or specified enough to indicate a clear intermediary target.",0,"A wide array of services are mentioned, but most are simply a named entity with little to no detail provided about what the service actually is.",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"No clear target provided, thus none of the measured outcomes can readily be applied here.  The authors do report 'family support' and other components of health related quality of life, however these are not meaningfully broken down by exposure status.",0,"Though given a name (community-based support services), this is really just a smattering of different, poorly described interventions across a diverse array of settings.",TRUE,2,"Individuals - patients","4;6;9;25;29;31",NA
